query_id,query_source_id,candidate_source_id,control_type,pipeline_query,pipeline_reference,resolution_query,resolution_reference,extractor,aggregator,similarity,seed,model,trial,hypothesis,label_match,raw_score,candidate_score,control_mean,control_median,control_mad,n_controls,fits_score,fits_plus_score,log_ratio
additive:hypothesis:9:H1,8,8,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,9,H1,True,0.6920191688412098,0.6920191688412098,0.524780748516997,0.5274528661007086,0.007215974956968019,9,1.3128911111074129,1.312001912051569,0.27155414787721405
additive:hypothesis:10:H0,51,61,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,10,H0,False,0.517207393656762,0.517207393656762,0.5417899179433978,0.5408911659420707,0.007483487760508001,9,0.9562134237410616,0.9562134237410616,-0.04477414425547921
additive:hypothesis:10:H1,61,61,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,10,H1,True,0.6545115995939258,0.6545115995939258,0.5249065770025916,0.5232705093727107,0.011590390846466514,9,1.2439478618453386,1.250809261883581,0.22379075134194754
additive:hypothesis:11:H0,35,26,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,11,H0,False,0.5240772832088001,0.5240772832088001,0.5258029358096857,0.5234337356425836,0.006551195018923428,9,1.0252650941300223,1.0012294728489872,0.0012287176661651689
additive:hypothesis:11:H1,26,26,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,11,H1,True,0.6987766582346753,0.6987766582346753,0.5362070978784093,0.5374935175881379,0.0035719218441834233,9,1.2911892874090798,1.3000652758944022,0.26241447543336266
additive:hypothesis:12:H0,10,57,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,12,H0,False,0.5586546387076339,0.5586546387076339,0.5431309327888346,0.5411261261128029,0.008321241164731541,9,0.9877113406758021,1.0323926562569574,0.031879075564024806
additive:hypothesis:12:H1,57,57,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,12,H1,True,0.6929900446967593,0.6929900446967593,0.5219478099196766,0.5249194345453538,0.013735212739063973,9,1.355656170779394,1.3201836302688539,0.2777708407628874
additive:hypothesis:13:H0,34,9,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,13,H0,False,0.5227331255787668,0.5227331255787668,0.5185940598281957,0.5159956459614523,0.010077804719672456,9,0.9936504586991929,1.0130572412190817,0.0129727303029612
additive:hypothesis:13:H1,9,9,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,13,H1,True,0.6889353342452671,0.6889353342452671,0.5434878233871656,0.5435314209516233,0.006699447194829289,9,1.2906792966063751,1.2675170334018009,0.23705989497420682
additive:hypothesis:14:H0,47,15,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,14,H0,False,0.5379097865071801,0.5379097865071801,0.534783198188669,0.5271230103463856,0.008221223138283329,9,1.0233561795553927,1.0204634894494669,0.02025692550816438
additive:hypothesis:14:H1,15,15,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,14,H1,True,0.6971268034960735,0.6971268034960735,0.5099891377673244,0.5074941442162894,0.00911508468210831,9,1.3284165921575368,1.3736647239006652,0.31748214939540736
additive:hypothesis:15:H0,49,40,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,15,H0,False,0.5352576078133626,0.5352576078133626,0.535332001053966,0.5389272008221395,0.002259564038733397,9,0.9892325780076396,0.9931909300492183,-0.00683235743853583
additive:hypothesis:15:H1,40,40,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,15,H1,True,0.71050348441511,0.71050348441511,0.5443153054669385,0.5405479670601352,0.0173624572714427,9,1.2511705374612754,1.3144133873619166,0.27339047283962864
additive:hypothesis:16:H0,32,37,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,16,H0,False,0.5184480789159012,0.5184480789159012,0.5043097220986721,0.5009221051668895,0.00866151328496173,9,1.0068649472711473,1.034987423330365,0.034389275271876074
additive:hypothesis:16:H1,37,37,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,16,H1,True,0.7065595452450854,0.7065595452450854,0.5427145529664794,0.5412864030914373,0.0076799628992355595,9,1.2786751617059988,1.305333999172577,0.2664589460913753
additive:hypothesis:17:H0,31,53,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,17,H0,False,0.521634492888397,0.521634492888397,0.532753423494541,0.5382076839639441,0.012248050460229143,9,1.0304541446880688,0.9692066992550455,-0.031277377914412874
additive:hypothesis:17:H1,53,53,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,17,H1,True,0.6987806959080725,0.6987806959080725,0.5285055164926189,0.5355181191856956,0.014566101424814515,9,1.3952050202697017,1.3048684458532096,0.2661022279178931
additive:hypothesis:18:H0,3,44,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,18,H0,False,0.512606606404673,0.512606606404673,0.509606471368103,0.5044608682356851,0.006967880498810919,9,1.026419765478174,1.0161474133711839,0.016018430532249828
additive:hypothesis:18:H1,44,44,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,18,H1,True,0.7168430477577173,0.7168430477577173,0.5328788927167409,0.5338012161233083,0.003779756826368108,9,1.4022574012156026,1.3429026126312276,0.29483340011745524
additive:hypothesis:19:H0,14,25,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,19,H0,False,0.5069377872946347,0.5069377872946347,0.5001429959281931,0.5015506595374877,0.005191167746918579,9,1.0213117622993475,1.0107409444184856,0.010683670229240105
additive:hypothesis:19:H1,25,25,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,19,H1,True,0.7167602749559889,0.7167602749559889,0.5369562654231417,0.5359416365412566,0.006376273435202973,9,1.3410562624213842,1.3373849428487405,0.29071617204941996
additive:hypothesis:20:H0,34,24,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,20,H0,False,0.5444912636825618,0.5444912636825618,0.5285939296204745,0.5259574890587322,0.006508082501353263,9,1.0225849195981667,1.0352381608958514,0.0346315073924941
additive:hypothesis:20:H1,24,24,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,20,H1,True,0.6922540844070931,0.6922540844070931,0.5367005391381734,0.5339268241196987,0.010133550352235954,9,1.2351056651353913,1.2965336318294802,0.25969426613794333
additive:hypothesis:21:H0,19,1,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,21,H0,False,0.5576029864493836,0.5576029864493836,0.5318911094192182,0.5349206647418967,0.01759556229339032,9,1.0291668690549545,1.0424031509764746,0.041528769633287554
additive:hypothesis:21:H1,1,1,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,21,H1,True,0.6871530151530304,0.6871530151530304,0.5136955022625211,0.5134464642351396,0.005222456651740814,9,1.3572901130122648,1.338314825434925,0.29141122957017984
additive:hypothesis:22:H0,47,60,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,22,H0,False,0.5410252464028865,0.5410252464028865,0.5209481488489001,0.5248292015859078,0.007854549723387616,9,1.071170582300826,1.0308596487543722,0.03039306458905644
additive:hypothesis:22:H1,60,60,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,22,H1,True,0.6881488902998494,0.6881488902998494,0.5138274272758363,0.5107738178963681,0.00828412259932887,9,1.3472673543330862,1.3472673543330862,0.2980783590497388
additive:hypothesis:23:H0,48,33,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,23,H0,False,0.5682655885369454,0.5682655885369454,0.5440533564300721,0.5435110811968267,0.00564399561924267,9,1.0456455024750908,1.0455455430377034,0.04453879994947019
additive:hypothesis:23:H1,33,33,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,23,H1,True,0.702525441413781,0.702525441413781,0.5357598718614173,0.5371077245482904,0.00400344551319054,9,1.2983014956685524,1.3079786592244742,0.26848293732428735
additive:hypothesis:24:H0,24,19,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,24,H0,False,0.5129944800370252,0.5129944800370252,0.5419673736020739,0.541863024243748,0.01081914610368484,9,0.928190753312236,0.9467235391323975,-0.05474816175121133
additive:hypothesis:24:H1,19,19,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,24,H1,True,0.697664692961252,0.697664692961252,0.5378711927038805,0.5392197598137783,0.008296327382335322,9,1.293841110723007,1.293841110723007,0.2576153992991582
additive:hypothesis:25:H0,31,22,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,25,H0,False,0.5340121270241691,0.5340121270241691,0.5300346303604085,0.5273599599420647,0.010411444208971221,9,1.014695426506764,1.0126140920574158,0.012535197163744072
additive:hypothesis:25:H1,22,22,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,25,H1,True,0.7010030769694753,0.7010030769694753,0.5228496440419236,0.5228979546274649,0.008180658927250506,9,1.3210956404794405,1.340611625587444,0.29312594683269155
additive:hypothesis:26:H0,49,39,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,26,H0,False,0.542012283498614,0.542012283498614,0.5492938201321238,0.5494310158298772,0.010768372334453491,9,0.953280459061675,0.9864974271245722,-0.01359456160743755
additive:hypothesis:26:H1,39,39,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,26,H1,True,0.6713095881744306,0.6713095881744306,0.5136818031420771,0.513793241225755,0.011007223299740576,9,1.269905740680064,1.306575358159421,0.2674094837329865
additive:hypothesis:27:H0,35,61,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,27,H0,False,0.530734077647677,0.530734077647677,0.5347153167076002,0.5326155072554777,0.005355205458962398,9,1.0210294884554825,0.9964675650968265,-0.003538688683069835
additive:hypothesis:27:H1,61,61,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,27,H1,True,0.7036675331809984,0.7036675331809984,0.5271559371034111,0.5313057486273141,0.005427859334655616,9,1.3168380411513505,1.3244116687971093,0.28096833728118725
additive:hypothesis:28:H0,17,32,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,28,H0,False,0.5490272125274929,0.5490272125274929,0.5380517604947302,0.5401242011922789,0.009700437030175202,9,1.0229345057732375,1.016483266840407,0.01634889240665638
additive:hypothesis:28:H1,32,32,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,28,H1,True,0.6664179789430473,0.6664179789430473,0.5011254375583785,0.5014263697822776,0.009472198867155668,9,1.369339957698461,1.3290445399439406,0.2844602930475899
additive:hypothesis:29:H0,25,6,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,29,H0,False,0.5217731359987959,0.5217731359987959,0.5152302715531927,0.5198033480023102,0.010689203185256568,9,0.9541537764931528,1.0037894869358883,0.003782324918149116
additive:hypothesis:29:H1,6,6,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,29,H1,True,0.6974716471728227,0.6974716471728227,0.511856672493295,0.5139153178592133,0.005071053646866885,9,1.3796366516331813,1.3571723257408228,0.30540336301920695
additive:hypothesis:30:H0,21,37,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,30,H0,False,0.5134284917464895,0.5134284917464895,0.5251810696327267,0.5265688015035154,0.00427738157250257,9,0.9894625196806733,0.9750454077045464,-0.025271237064069085
additive:hypothesis:30:H1,37,37,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,30,H1,True,0.714499201036649,0.714499201036649,0.5524024425074832,0.5541061999950476,0.014041391819192395,9,1.354837689974164,1.2894625633913406,0.25422551403829513
additive:hypothesis:31:H0,52,46,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,31,H0,False,0.5182903167058539,0.5182903167058539,0.5372454951992419,0.542461486524472,0.01089955532252096,9,0.9329932066258709,0.9554416849507938,-0.04558154808965775
additive:hypothesis:31:H1,46,46,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,31,H1,True,0.7110602251918781,0.7110602251918781,0.535484023839641,0.5337166777050835,0.00833103276370506,9,1.3095122806072257,1.3322803181818306,0.28689199906235324
additive:hypothesis:32:H0,6,1,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,32,H0,False,0.5211987607138521,0.5211987607138521,0.5230534300691967,0.5190194087179144,0.009018109264377405,9,1.0219557504506618,1.004198979767098,0.004190188652106519
additive:hypothesis:32:H1,1,1,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,32,H1,True,0.7060536934249815,0.7060536934249815,0.5482406808324949,0.5459577165186775,0.008545780753220544,9,1.2979058162029886,1.2932387839980772,0.2571497571386343
additive:hypothesis:33:H0,18,28,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,33,H0,False,0.550130460944704,0.550130460944704,0.5260252678207525,0.5247004127930583,0.013500746295062371,9,1.0915147532039433,1.0484658436159364,0.047327994401876516
additive:hypothesis:33:H1,28,28,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,33,H1,True,0.6970403513645758,0.6970403513645758,0.537447958196912,0.5355243847889366,0.010344739476148668,9,1.3171696647489903,1.3016033838296581,0.26359687666551485
additive:hypothesis:34:H0,30,8,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,34,H0,False,0.5210307511062537,0.5210307511062537,0.5190586024005266,0.5181937390975486,0.0022741940409732875,9,1.0050052508387413,1.0054748095058923,0.005459877212510955
additive:hypothesis:34:H1,8,8,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,34,H1,True,0.6931449760367862,0.6931449760367862,0.5241809370853945,0.5246741468851801,0.0018341609842263962,9,1.3639758932012447,1.3210961129908203,0.27846178064579563
additive:hypothesis:35:H0,9,32,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,35,H0,False,0.542153588128977,0.542153588128977,0.5582629908371144,0.5574909524129523,0.010001108973449302,9,0.9396771972991858,0.9724885861957192,-0.027896940118081526
additive:hypothesis:35:H1,32,32,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,35,H1,True,0.6480637624191306,0.6480637624191306,0.49154558788750335,0.4930104433296627,0.007228247848367508,9,1.286953698177528,1.3145031128393114,0.2734587332635886
additive:hypothesis:36:H0,58,53,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,36,H0,False,0.5449606861506958,0.5449606861506958,0.5377327797875319,0.5318339877822045,0.014817748454837742,9,1.0246819471302142,1.0246819471302142,0.024382268956049225
additive:hypothesis:36:H1,53,53,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,36,H1,True,0.7058011641178992,0.7058011641178992,0.5371654147925755,0.5410233654037685,0.01111256256946036,9,1.2933025771707418,1.3045668805656039,0.26587109339932885
additive:hypothesis:37:H0,60,16,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,37,H0,False,0.5383773249366555,0.5383773249366555,0.5292677420547486,0.5355051545016852,0.012920170239354212,9,1.0053634785974057,1.0053634785974057,0.00534914637029571
additive:hypothesis:37:H1,16,16,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,37,H1,True,0.7097544131951556,0.7097544131951556,0.5453811767270375,0.5482647614709245,0.01117523611144644,9,1.2663937659992637,1.2945468377193803,0.2581607016478928
additive:hypothesis:38:H0,3,27,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,38,H0,False,0.5562881907087185,0.5562881907087185,0.538699597230591,0.5398324814426315,0.014047819013208507,9,1.0238070744154373,1.030482992098051,0.030027616697911652
additive:hypothesis:38:H1,27,27,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,38,H1,True,0.6989625786584873,0.6989625786584873,0.5366784809056825,0.5334083682082681,0.006231394260933998,9,1.3103704784503474,1.3103704784503474,0.2703099052077866
additive:hypothesis:39:H0,35,8,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,39,H0,False,0.5190404524374376,0.5190404524374376,0.5202844618575387,0.5151320668932907,0.015897293335456253,9,1.009476497947181,1.007587152490269,0.007558514809896444
additive:hypothesis:39:H1,8,8,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,39,H1,True,0.6937999125737458,0.6937999125737458,0.5427941508165806,0.542908774653689,0.0065196102812810075,9,1.2627667801616467,1.277930924981471,0.24524230518435342
additive:hypothesis:40:H0,37,63,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,40,H0,False,0.5390959188298583,0.5390959188298583,0.5474812409498533,0.5474865906761142,0.008099016779276935,9,0.970103851035563,0.9846741966120232,-0.015444457385700328
additive:hypothesis:40:H1,63,63,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,40,H1,True,0.6864810571678035,0.6864810571678035,0.5251800548241584,0.5215934701929832,0.009417093397389609,9,1.3161227975377336,1.3161227975377336,0.27469013974879203
additive:hypothesis:41:H0,3,46,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,41,H0,False,0.5222384243258427,0.5222384243258427,0.5297335221691792,0.5263497642899534,0.01076610361213537,9,1.0122358762229933,0.992188958287733,-0.007841707691792488
additive:hypothesis:41:H1,46,46,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,41,H1,True,0.705461015741455,0.705461015741455,0.5323731555503549,0.532638732765488,0.0028953861227136723,9,1.30106260287085,1.324464355189989,0.28100811746901777
additive:hypothesis:42:H0,1,53,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,42,H0,False,0.5286698053197585,0.5286698053197585,0.5393758761739352,0.5388054771522475,0.011019096382503535,9,0.9811886250933098,0.9811886250933098,-0.0189905595173141
additive:hypothesis:42:H1,53,53,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,42,H1,True,0.7225958024187588,0.7225958024187588,0.552684495922532,0.547927366640364,0.006803795694668935,9,1.2474439149535794,1.3187802734683256,0.2767072741632627
additive:hypothesis:43:H0,47,23,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,43,H0,False,0.5447715243206006,0.5447715243206006,0.5510800620419977,0.5487846526186568,0.012055805998166802,9,0.9664824833765134,0.9926872439327401,-0.0073396253403417155
additive:hypothesis:43:H1,23,23,same_pipeline_different_source,synthetic:additive,synthetic:additive,32x32,32x32,identity_residual,mean_8,ncc,20260808,additive,43,H1,True,0.7065018570236832,0.7065018570236832,0.5326512197975157,0.531007856360667,0.003865399654928825,9,1.3208771406642978,1.33049228662225,0.28554901406611516
