query_id,query_source_id,candidate_source_id,control_source_ids,control_type,pipeline_query,pipeline_reference,resolution_query,resolution_reference,extractor,aggregator,similarity,split,source_index,signed_ncc,raw_score,control_mean,control_median,control_mad,single_control_score,subtraction_score,fits_score,fits_plus_score,log_ratio,label_match
D02_Apple_iPhone4s:native:0023,D02_Apple_iPhone4s,D02_Apple_iPhone4s,D04_LG_D290|D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,23,0.017610884544283584,0.00031014325443208643,2.031441784338556e-07,2.3603190674942853e-07,2.5119453997588716e-08,7.056697816050124e-08,0.0003100726874539259,4395.019632648578,1313.9886835779982,7.180822586814166,True
D02_Apple_iPhone4s:native:0023,D02_Apple_iPhone4s,D04_LG_D290,D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,23,-0.00026564445817765754,7.056697816050124e-08,2.4733657852497373e-07,2.5235679941797037e-07,1.7589122658093757e-08,2.5235679941797037e-07,-1.8178982125746914e-07,0.27963176868328976,0.27963176868328976,-1.2742816531767822,False
D02_Apple_iPhone4s:native:0023,D02_Apple_iPhone4s,D05_Apple_iPhone5c,D04_LG_D290|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,23,0.0005023512709429233,2.5235679941797037e-07,1.8673997143915068e-07,2.197070140808867e-07,5.023890799517743e-08,7.056697816050124e-08,1.8178982125746914e-07,3.5761315844359496,1.1486060218590173,0.13854905221597846,False
D02_Apple_iPhone4s:native:0023,D02_Apple_iPhone4s,D15_Apple_iPhone6,D04_LG_D290|D05_Apple_iPhone5c|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,23,-0.0004687291478891479,2.197070140808867e-07,1.9762323321817858e-07,2.5235679941797037e-07,1.7589122658093757e-08,7.056697816050124e-08,1.4914003592038546e-07,3.113453626725712,0.8706205443547138,-0.13854905221597846,False
D02_Apple_iPhone4s:native:0023,D02_Apple_iPhone4s,D19_Apple_iPhone6Plus,D04_LG_D290|D05_Apple_iPhone5c|D15_Apple_iPhone6,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,23,0.000519563203158253,2.699459220760641e-07,1.8087693055311942e-07,2.197070140808867e-07,3.2649785337083675e-08,7.056697816050124e-08,1.993789439155629e-07,3.8253858832113363,1.2286631958717604,0.20592674572889003,False
D02_Apple_iPhone4s:native:0024,D02_Apple_iPhone4s,D02_Apple_iPhone4s,D04_LG_D290|D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,24,0.011610386650736349,0.00013480107817959682,1.5304566542417714e-07,1.0624872604330489e-07,3.701850957764878e-08,4.413250300326528e-08,0.00013475694567659355,3054.4625617455495,1268.7312422424204,7.145772658241336,True
D02_Apple_iPhone4s:native:0024,D02_Apple_iPhone4s,D04_LG_D290,D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,24,-0.00021007737384893518,4.413250300326528e-08,1.8935005289781441e-07,1.1816952215856284e-07,2.38415922305159e-08,3.555527066068335e-07,-3.114202036035682e-07,0.12412365925839103,0.3734677283711715,-0.9849236814322797,False
D02_Apple_iPhone4s:native:0024,D02_Apple_iPhone4s,D05_Apple_iPhone5c,D04_LG_D290|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,24,0.0005962824050790309,3.555527066068335e-07,8.554331836329168e-08,9.432792992804694e-08,2.38415922305159e-08,4.413250300326528e-08,3.114202036035682e-07,8.0564817857833,3.769325870694375,1.3268961713313416,False
D02_Apple_iPhone4s:native:0024,D02_Apple_iPhone4s,D15_Apple_iPhone6,D04_LG_D290|D05_Apple_iPhone5c|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,24,0.00030712852346867253,9.432792992804694e-08,1.726182439228872e-07,1.1816952215856284e-07,7.403701915529757e-08,4.413250300326528e-08,5.019542692478166e-08,2.137380014930669,0.7982424588420977,-0.2253428945448075,False
D02_Apple_iPhone4s:native:0024,D02_Apple_iPhone4s,D19_Apple_iPhone6Plus,D04_LG_D290|D05_Apple_iPhone5c|D15_Apple_iPhone6,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,24,-0.00034375794122981775,1.1816952215856284e-07,1.6467104651271525e-07,9.432792992804694e-08,5.019542692478166e-08,4.413250300326528e-08,7.403701915529757e-08,2.6776075254516996,1.2527522044499673,0.2253428945448075,False
D02_Apple_iPhone4s:native:0025,D02_Apple_iPhone4s,D02_Apple_iPhone4s,D04_LG_D290|D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,25,0.019635614609400984,0.0003855573610889213,1.0405925455810544e-07,1.0281478974563068e-07,3.028345711026472e-08,4.4697905429171365e-08,0.00038551266318349214,8625.848513189916,3750.0184753848253,8.229516045721606,True
D02_Apple_iPhone4s:native:0025,D02_Apple_iPhone4s,D04_LG_D290,D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,25,-0.0002114187915705966,4.4697905429171365e-08,1.238463709344168e-07,1.052648196497008e-07,4.900059808140251e-09,1.052648196497008e-07,-6.056691422052943e-08,0.4246233981867504,0.4246233981867504,-0.8565526248093569,False
D02_Apple_iPhone4s:native:0025,D02_Apple_iPhone4s,D05_Apple_iPhone5c,D04_LG_D290|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,25,0.0003244454031878103,1.052648196497008e-07,1.0365739952757364e-07,1.0036475984156054e-07,5.566685441238918e-08,4.4697905429171365e-08,6.056691422052943e-08,2.35502801840467,1.048822513159755,0.04766811887365563,False
D02_Apple_iPhone4s:native:0025,D02_Apple_iPhone4s,D15_Apple_iPhone6,D04_LG_D290|D05_Apple_iPhone5c|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,25,-0.0003168039769977021,1.0036475984156054e-07,1.0529075279695374e-07,1.052648196497008e-07,6.056691422052943e-08,4.4697905429171365e-08,5.566685441238918e-08,2.2454018567066703,0.9534501666896251,-0.04766811887365563,False
D02_Apple_iPhone4s:native:0025,D02_Apple_iPhone4s,D19_Apple_iPhone6Plus,D04_LG_D290|D05_Apple_iPhone5c|D15_Apple_iPhone6,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,25,0.0004073199397426905,1.6590953331198903e-07,8.344249497347757e-08,1.0036475984156054e-07,4.900059808140251e-09,4.4697905429171365e-08,1.2121162788281766e-07,3.711796598050674,1.6530656136068063,0.5026315117031448,False
D04_LG_D290:native:0021,D04_LG_D290,D02_Apple_iPhone4s,D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,21,0.0002911203530870337,8.475105998151917e-08,1.9912829650998937e-08,2.102789046711388e-08,1.6328567354458643e-08,2.102789046711388e-08,6.372316951440528e-08,4.030411900521537,4.030411900521537,1.3938685793017882,False
D04_LG_D290:native:0021,D04_LG_D290,D04_LG_D290,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,21,0.011988936869551927,0.00014373460726210157,3.6122387233628997e-08,2.9192174144343202e-08,1.8001158578631064e-08,8.475105998151917e-08,0.00014364985620212006,1695.9623548477666,4923.737661723772,8.501823208412217,True
D04_LG_D290:native:0021,D04_LG_D290,D05_Apple_iPhone5c,D02_Apple_iPhone4s|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,21,-0.00014500996678543817,2.102789046711388e-08,4.11538861558007e-08,3.7356457821572524e-08,3.600231715726213e-08,8.475105998151917e-08,-6.372316951440528e-08,0.248113598481237,0.5628984034715074,-0.5746561227721578,False
D04_LG_D290:native:0021,D04_LG_D290,D15_Apple_iPhone6,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,21,0.0001932781876507862,3.7356457821572524e-08,3.571103037098115e-08,2.102789046711388e-08,1.9673749802803485e-08,8.475105998151917e-08,-4.739460215994664e-08,0.44077865019881146,1.7765195172571093,0.5746561227721578,False
D04_LG_D290:native:0021,D04_LG_D290,D19_Apple_iPhone6Plus,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D15_Apple_iPhone6,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,21,3.679865030555329e-05,1.3541406643103973e-09,4.77118027567352e-08,3.7356457821572524e-08,1.6328567354458643e-08,8.475105998151917e-08,-8.339691931720877e-08,0.015977861098205516,0.03624917198462032,-3.3173387397459067,False
D04_LG_D290:native:0022,D04_LG_D290,D02_Apple_iPhone4s,D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,22,7.197557519217269e-05,5.180483424244105e-09,9.310936323065395e-08,1.0433988646076001e-07,2.4305225413081637e-08,1.2864511187384165e-07,-1.2346462844959755e-07,0.040269570672257234,0.04965007726160765,-3.002755332367137,False
D04_LG_D290:native:0022,D04_LG_D290,D04_LG_D290,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,22,0.008706216639836478,7.579820817976558e-05,7.112714327905149e-08,7.534148890906011e-08,4.1151010258240724e-08,5.180483424244105e-09,7.579302769634133e-05,14631.493235754431,1006.0619889163161,6.913798967962407,True
D04_LG_D290:native:0022,D04_LG_D290,D05_Apple_iPhone5c,D02_Apple_iPhone4s|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,22,-0.0003586713145399861,1.2864511187384165e-07,5.1954487080788106e-08,4.6343091357360195e-08,4.116260793311609e-08,5.180483424244105e-09,1.2346462844959755e-07,24.83264617193762,2.775928581928971,1.0209853153427826,False
D04_LG_D290:native:0022,D04_LG_D290,D15_Apple_iPhone6,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,22,0.00032301685166684417,1.0433988646076001e-07,6.005622888514865e-08,4.6343091357360195e-08,4.116260793311609e-08,5.180483424244105e-09,9.915940303651591e-08,20.140955566513462,2.251465825966933,0.8115814823040495,False
D04_LG_D290:native:0022,D04_LG_D290,D19_Apple_iPhone6Plus,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D15_Apple_iPhone6,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,22,-0.00021527445588680557,4.6343091357360195e-08,7.938849391961525e-08,1.0433988646076001e-07,2.4305225413081637e-08,5.180483424244105e-09,4.116260793311609e-08,8.945707873608768,0.4441550870844472,-0.8115814823040495,False
D04_LG_D290:native:0023,D04_LG_D290,D02_Apple_iPhone4s,D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,23,0.0002649554724576749,7.020140238526973e-08,2.419721488373754e-07,6.789519199926526e-09,2.055644973877421e-09,7.143930530861504e-07,-6.441916507008807e-07,0.09826719630321484,10.33967212082255,2.335988158792464,False
D04_LG_D290:native:0023,D04_LG_D290,D04_LG_D290,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,23,0.012178243327621529,0.00014830961054675828,1.9902946222434897e-07,3.8495460792598126e-08,3.273376407961031e-08,7.020140238526973e-08,0.00014823940914437302,2112.630310899286,3852.6519099435,8.256516997940164,True
D04_LG_D290:native:0023,D04_LG_D290,D05_Apple_iPhone5c,D02_Apple_iPhone4s|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,23,-0.0008452177548337177,7.143930530861504e-07,2.724159860374845e-08,6.789519199926526e-09,2.055644973877421e-09,7.020140238526973e-08,6.441916507008807e-07,10.176335925107539,105.21997685695938,4.6560531763535735,False
D04_LG_D290:native:0023,D04_LG_D290,D15_Apple_iPhone6,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,23,-6.880315564019652e-05,4.733874226049105e-09,2.6379465822378226e-07,7.020140238526973e-08,6.341188318534321e-08,7.020140238526973e-08,-6.546752815922063e-08,0.06743275868008028,0.06743275868008028,-2.6966243453109726,False
D04_LG_D290:native:0023,D04_LG_D290,D19_Apple_iPhone6Plus,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D15_Apple_iPhone6,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,23,-8.239853882155026e-05,6.789519199926526e-09,2.6310944323248976e-07,7.020140238526973e-08,6.546752815922063e-08,7.020140238526973e-08,-6.341188318534321e-08,0.09671486564705953,0.09671486564705953,-2.335988158792464,False
D04_LG_D290:native:0024,D04_LG_D290,D02_Apple_iPhone4s,D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,24,7.729223062842233e-05,5.974088915517227e-09,1.7830267143499727e-08,1.489561075113395e-08,1.4044820208870321e-08,3.7744400137101605e-08,-3.177031122158438e-08,0.15827749000691835,0.4010637103324173,-0.913634985660984,False
D04_LG_D290:native:0024,D04_LG_D290,D04_LG_D290,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,24,0.014362365570733032,0.00020627754478737758,1.4866222586504102e-08,1.0434849833325589e-08,7.022410104435162e-09,5.974088915517227e-09,0.00020627157069846207,34528.703490098356,19768.137355325685,9.891826696011654,True
D04_LG_D290:native:0024,D04_LG_D290,D05_Apple_iPhone5c,D02_Apple_iPhone4s|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,24,0.000194279180915253,3.7744400137101605e-08,7.240163402971602e-09,5.974088915517227e-09,5.123298373253599e-09,5.974088915517227e-09,3.177031122158438e-08,6.3180178050352565,6.3180178050352565,1.8434055205201538,False
D04_LG_D290:native:0024,D04_LG_D290,D15_Apple_iPhone6,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,24,-0.00012204757576918089,1.489561075113395e-08,1.4856426531627487e-08,5.974088915517227e-09,5.123298373253599e-09,5.974088915517227e-09,8.921521835616721e-09,2.4933694429026274,2.4933694429026274,0.913634985660984,False
D04_LG_D290:native:0024,D04_LG_D290,D19_Apple_iPhone6Plus,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D15_Apple_iPhone6,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,24,-2.9168314011331334e-05,8.507905422636278e-10,1.9538033267917593e-08,1.489561075113395e-08,8.921521835616721e-09,5.974088915517227e-09,-5.123298373253599e-09,0.14241343814849594,0.057116861905032,-2.862655901097387,False
D04_LG_D290:native:0025,D04_LG_D290,D02_Apple_iPhone4s,D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,25,-0.00032998601421804145,1.0889076957950945e-07,1.569604997259142e-07,2.028152378659985e-07,5.4841228696661955e-08,2.5765646656266047e-07,-1.4876569698315102e-07,0.42261997547431196,0.5368963926243765,-0.6219501404728582,False
D04_LG_D290:native:0025,D04_LG_D290,D04_LG_D290,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,25,0.011498472635115142,0.00013221487294049175,1.44943067189313e-07,1.55853003722754e-07,7.438284849157551e-08,1.0889076957950945e-07,0.00013210598217091224,1214.1972496938924,848.3306050083451,6.743270424211159,True
D04_LG_D290:native:0025,D04_LG_D290,D05_Apple_iPhone5c,D02_Apple_iPhone4s|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,25,-0.0005075987259269476,2.5765646656266047e-07,1.0737193406486388e-07,1.0889076957950945e-07,9.392446828648906e-08,1.0889076957950945e-07,1.4876569698315102e-07,2.3661919881512623,2.3661919881512623,0.8612819068758402,False
D04_LG_D290:native:0025,D04_LG_D290,D15_Apple_iPhone6,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,25,0.00045035012808480304,2.028152378659985e-07,1.2565234363041784e-07,1.0889076957950945e-07,9.84809748304258e-08,1.0889076957950945e-07,9.392446828648906e-08,1.8625567497519397,1.8625567497519397,0.6219501404728582,False
D04_LG_D290:native:0025,D04_LG_D290,D19_Apple_iPhone6Plus,D02_Apple_iPhone4s|D05_Apple_iPhone5c|D15_Apple_iPhone6,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,25,0.00010202840167857012,1.040979474908365e-08,1.8978749133605612e-07,2.028152378659985e-07,5.4841228696661955e-08,1.0889076957950945e-07,-9.84809748304258e-08,0.09559850471515553,0.05132649232185146,-2.96954824057482,False
D05_Apple_iPhone5c:native:0021,D05_Apple_iPhone5c,D02_Apple_iPhone4s,D04_LG_D290|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,21,0.00045679425661869006,2.0866099287982166e-07,3.001696496958339e-07,2.4546665332807626e-07,2.397590721877556e-07,2.4546665332807626e-07,-3.68056604482546e-08,0.8500584093634,0.8500584093634,-0.16245021496055578,False
D05_Apple_iPhone5c:native:0021,D05_Apple_iPhone5c,D04_LG_D290,D02_Apple_iPhone4s|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,21,-0.0004954459136253687,2.4546665332807626e-07,2.8790109621308234e-07,2.0866099287982166e-07,2.0295341173950102e-07,2.0866099287982166e-07,3.68056604482546e-08,1.1763897503806704,1.1763897503806704,0.16245021496055578,False
D05_Apple_iPhone5c:native:0021,D05_Apple_iPhone5c,D05_Apple_iPhone5c,D02_Apple_iPhone4s|D04_LG_D290|D15_Apple_iPhone6|D19_Apple_iPhone6Plus,same_pipeline_different_device,native,native,3264x2448,3264x2448,prnu_python_wavelet_mle,mle_5,squared_aligned_ncc,calibration,21,0.0013526824011248968,1.8297496783130162e-06,2.772924854918308e-07,2.2706382310394896e-07,1.1987953609387782e-07,2.0866099287982166e-07,1.6210886854331946e-06,8.769006861607627,8.05830560456724,2.0867033116602283,True
